SSec_Code,SSec_Name_E
170326,Kafr Sarsamos
170327,Monshat El Sadat
170328,Nader
170401,Tala City
170402,El Bendareyah
170403,
170404,El Kamayshah
170405,Babel
170406,
170407,Bemm & Ezbet El Koum El Ahmar
170408,Gedam
170409,Zawyet Bamam
170410,Zarqan
170411,Zenarah
170412,Samalig
170413,Shubra Batoush
170414,Saft Gedam
170415,Tabloha
170416,Tanoub
170417,Tokh Delkah
170418,Qashtokh
170419,Kafr El Sadat
170420,Kafr El Sokkareyah
170421,
170422,Kafr El Sheikh Shehatah
170423,
170424,
170425,
170426,Kafr Betbes
170427,Kafr Ganzour
170428,Kafr Rabia
170429,Kafr Zorqan
170430,Kafr Samalig
170431,Kafr Sanadid
170432,Kafr Tabloha
170433,Kafr Askar
170434,Kafr Qarshom
170435,Kafr Mit Abu El Kawm
170436,Kamshish
170437,Kom El Sheikh Ebeid
170438,Kom Mazen
170439,
170440,Meet Abo El Kawm
170441,Meet El Keram
170442,Monshat El Salam
170443,Monshat Mohamed
170444,Kafr Hammam
170501,
170502,Abo Mashour
170503,El Helamshah
170504,El Debabia
170505,El Rawdah
170506,El Shahid Fekri -Abagol
170507,
170508,Ganzour
170509,Shenta El Hagar & Hesetha
170510,Tanabsha
170511,Toug Tanbasha
170512,Kafr El Hamadeyah
170513,Kafr El Sheikh Taimah
170514,Kafr Alim
170515,Kafr Melig
170516,
170517,Kafr Horin
170518,
170519,
170520,Meet Um Saleh
170521,Meet Fares
170522,Horin
170601,Qewasna City
170602,Abnhas
170603,Aghour El Raml
170604,Ashlim
170605,
170606,
170607,Umm Khanan
170608,Begeram
170609,Barah El Agouz
170610,Baqsa
170611,Bani Gharyan
170612,Damhoug
170613,Shubra Bakhom
170614,
170615,Sharanis
170616,Shamandil
170617,Taha Shubra
170618,Arab El Raml
170619,Qewasna El Balad
170620,Kafr Abshish
170621,Kafr Abnahs
170622,Kafr Abu El Hassan
170623,Kafr Ashlim
170624,Kafr El Akram
170625,Kafr El Salameyah
170626,Kafr El Sheikh Ibrahim
170627,
170628,
170629,Kafr Ben Gheryan
170630,Kafr Zein El Din
170631,Kafr Taha Shubra
170632,Kafr Abdu Wa Monshat El Kheir
170633,
170634,Kafr Mit Serag
170635,Kafr Wahb
170636,Kfuor El Raml
170637,
170638,
170639,
170640,Monshaet El Shahid Abd El Moneem Riyad
170641,Monshat Demlo
170642,Meet Abu Shekha
170643,
170644,Meet El Ghaz
170645,
170646,Meet Barh Wa Kafr El Shahid
170647,Meet Serag
170648,Mansheyat El Arab
170701,El Bagour City
170702,Abkhas
170703,Abshish
170704,Abo Seneitah
170705,Asrigah
170706,Astanha
170707,El Atarshah
170708,El Baranqah
170709,
170710,El Khadrah-Qelti El sograh Previous
170711,El Atf
170712,El Qarinein
170713,El Kutameyah
170714,El Maqatea
170715,
170716,Bahnay Wa Monshatha
170717,Be El Arab
170718,Bir Shams
170719,Telbent Abshish
170720,Tlwana
170721,Gorwan
170722,Zawyet Gorwan
170723,Sabk El Dehak
170724,Seman
170725,Sangelaf
170726,
170727,Feshaa El Soghraa We Hesathaa
170728,
170729,Kafr El Bagour
170730,Kafr El Khadrah
170731,Kafr El Dawar
170732,Kafr El Ghanamyah
170733,Kafr El Qarinein
170734,Kafr Sabk
170735,Kafr Sangelaf El Gadid
170736,Kafr Sangelaf El Qadim
170737,Kafr Shubra Zengi
170738,Kafr Mahmoud
170739,Kafr Menawhlah
170740,Kom El Dabea
170741,Majid El Khedr
170742,Meshiraf
170743,Manawhlah
170744,Monshat Seif
170745,Monshat Masged El Khedr
170746,Meet El Beidah
170747,
170748,Meet Afif
170801,Ashmoun City
170802,Abo Raqaba
170803,Abu Awaly & Monshatha
170804,El Angab
170805,El Baraneyah
170806,
170807,El Khor
170808,El Ghanameyah
170809,El Feroneyah
170810,El Qanaterin
170811,
170812,El Neanaeyah
170813,Barashim
170814,Boha Sharanouf
170815,Gris Wa Ezbethah
170816,Daroh
170817,Delehmo
170818,Ramlet El Angab
170819,
170820,
170821,Sabk El Ahad & Kafr El Marazqah & El Owaidat
170822,Samadon
170823,
170824,Santris
170825,Sehwag
170826,Shatanof
170827,Shasha
170828,Shama
170829,Shanshor Wa Hesatha
170830,Shohadaa & Kafr El Badarnah
170831,Shoshay & Kafr Ata
170832,Sarawah
170833,Telia & Ezbet Ashmoun
170834,Tahway
170835,Qoras
170836,Kafr Abo Raqabah
170837,Kafr Abo Mahmoud
170838,Kafr El Hema
170839,Kafr El Sayed
170840,Kafr El Taraneyah
170841,Kafr El Gharib
170842,Kafr El Feroneyah
170843,Kafr Srawah
170844,Kafr Qoras
170845,Kafr Awn
170846,Kafr Mansour
170847,Kom Ayad
170848,Labishah Wa Hesathah
170849,Magareyah Wa Kafr Megahed
170850,Mahalet Sabak & Monshaet Naser
170851,Monshat Gris
170852,Manyel Goweidah
170853,Manial Doweb & Monshaatha
170854,Manyel Arous
170855,Monsa Wa Izbetha
170901,Sers El Layanah City
171001,Menouf City
171101,El Hamoul
171102,El Amrah
171103,El Kawm El Ahmar
171104,Belmesht
171105,Barahim Wa Monshat Sedoud
171106,Bahwash
171107,Teta
171108,
171109,
171110,Demlig
171111,Zawyet Razin
171112,Sodoud
171113,Serohit
171114,Sengerg
171115,Shubra Beloulah
171116,
171117,Sansaft
171118,
171119,Ghamrin
171120,
171121,
171122,Kafr El Amrah
171123,Kafr Belmasht
171124,Kafr Remah
171125,Kafr Shubra Beloulah
171126,
171127,Kamshoush
171128,Monshat Soltan
171129,Monshat Ghamrin
171130,Meet Rabiah
171131,Hit
171201,
171202,El Khatatbah
171203,El Taranah
171204,Abo Nashabah
171205,El Akhmas
171206,
171207,Kafr Daowud
171208,
171209,El Gayar
171210,El Salam
179999,Surrounded By Desert To El Sadat City
180101,Sakaneda
180102,Shubra
180103,Tamous
180104,Kortasa
180105,Nakraha
180201,Abadaiat Damanhor
180202,Aflaqah
180203,El Barnogy
180204,El Basateen
180205,El Hamamaia
180206,El Shoka
180207,El Safasef
180208,El Amraia
180209,El Oga
180210,El Maghayad
180211,
180212,Bastara
180213,Hafs
180214,Desuns Um Denar
180215,Denshal
180216,Zawiet Ghazal
180217,Zerkwan
180218,
180219,
180220,Senteis
180221,Sanhour
180222,Sharnoub
180223,Tarabnba
180224,Ezab El Awkaf
180225,Ezbet Sakaneda
180226,Ezab Shobra Damanhour
180227,Ezab Kabeil
180228,Ezab Kortasa We Tamous
180229,Ezab Nakarha
180230,Ezbet El Abreqegy
180231,Ezab El Darwish
180232,
180233,Ezbet El Selanky
180234,Ezbet Badr El Dein
180235,
180236,Ezbet Hussein Amr
180237,Ezbet Selim Tobegian
180238,Ezbet Tarabanba
180239,Ezbet Mohamed Awad
180240,Kabeil
180241,Karakes
180242,Kafr El Hamaida
180243,Kafr Bani Helal
180244,Kafr Sentees
180245,Monshaet El Habashy
180246,Monshat El Khazan
180247,Monshat El Matran
180248,Monshat Hamor
180249,Monshaet Ragheb
180250,Monshaet Said Touson
180251,Monshat Gharbal
180252,Monshat Mohamed El Wakel
180253,Monshat Nasar
180254,Mansheyet El Awkaf
180255,Menyet Bani Mousa
180256,
180257,Nadeba
180301,Housh Essa City
180302,Abo El Shakaf
180303,El Abkien
180304,El Herfa - Saleh El Demeny
180305,El Rzemat
180306,El Setomaeah
180307,El Qarneen
180308,El Kardoud
180309,El Koum El Akhdar
180310,Harara
180311,Shaltout
180312,Kafr El Warak
180313,Monshat Khaiat
180314,El Sheeshaey
180315,Ali Ibn Abi Taleb
180316,El Shaarawy
180317,Naguib Mahfouz
180318,Tawfiq El Hakim
180319,Mohamed Refaat
180320,Abas El Akkad
180321,
180401,Abu El Matamer City
180402,Abo El Matamer El Baharaia
180403,El Ghayta
180404,El Mahdia
180405,
180406,El Nemtia
180407,El Baseinia
180408,Trogy
180409,Zawiet Salem
180410,Zawiet Sakr
180411,Kom El Farag
180412,Kom El Kadh
180413,Kom Hafen
180414,Monshaet Tharwat
180415,Monshat Gnaklis
180416,
180417,El Amal
180418,El Eman
180419,El Horaia
180420,El Hewehy
180421,El Rakha
180422,El Salam
180423,El Sheikh Mohamed Metwaly El Shaarawy
180424,El Safa
180425,El Azema
180426,El Qaher
180427,El Kefah
180428,El Mahdy
180429,El Nasser
180430,El Shahid Mohamed Abd El Mola Fame Is 5 Bezour
180431,
180432,El Shahid Mohamed Farag Fame Name Is 7 Bezor
180433,
180434,
180435,
180436,
180437,El Khamsa
180438,El Sadesa
180439,El Rabaah
180440,El Thamnah
180441,Ola Nasser
180442,El Ezah
180443,El Mothelath
180501,Kafr El Dawar City
180502,El Saranaia
180503,El Akresha
180504,Berdala
180505,Kafr Saliem
180506,
180601,Abeas El Mostagada
180602,El Omaraa
180603,El Baslakon
180604,El Beida
180605,El Tamama
180606,El Khodra
180607,El Tarh
180608,Al Aaly
180609,El Arkob
180610,El Karyoun
180611,El Kanayas
180612,El Meala
180613,El Nasho El Bahary
180614,El Westania
180615,Zohrah
180616,Sedi Ghazy
180617,Seira
180618,Ezab Defsho
180619,Kombaieit Abo Qeir
180620,Kombaieit Lokein
180621,Kang Osman
180622,Koum Esho
180623,Kom El Barka
180624,Kom El Tarafaia
180625,Koum Defsho
180626,Loken
180627,Mamal El Zogag
180628,Monshaet El Helbawy
180629,Monshaet Basiony
180630,Monshaet Balbaa & Boleen
180631,Monshat Amer
180632,Monshat Younies
180633,Abes El Thaletha
180634,Abes El Rabaah
180635,Abes El Khamsa
180636,Abees El Sadesa
180637,El Hagez
180638,Abu El Noum
180701,Edko City
180702,El Maadaya
180703,Mansheyet Debono
180704,6 Octouber
180801,Rashid City
180802,Adfena
180803,El Taftesh
180804,El Gadaia
180805,El Gededa
180806,El Hamad
180807,El Sahel
180808,El Shmasama
180809,
180810,
180811,El Koum
180812,El Meala
180813,Borg Rasheid
180814,Deby
180815,Sedi Omar
180816,Mahalet El Amir
180817,Mansheyet Alwan
180901,Abu Homos City
180902,Abo El Khazar
180903,El Garadat
180904,El Gorn
180905,El Harfa
180906,El Razqah
180907,El Zainy
180908,El Shahid Gawad Hosny - Koum El Basal Prev
180909,El Sakhra
180910,El Ghaba
180911,El Qarawy
180912,
180913,Berseik
180914,Berket Ghatas
180915,Besentawy
180916,Batrous
180917,Belqatr El Sharkia
180918,Deswns El Helfaia
180919,Deirames
180920,Rawdet Khairy
180921,Zawiet Naeim
180922,Sahaly
180923,Tolobat Halaq El Gamal
180924,
180925,Kafla
180926,Kafr Hasam
180927,Kafr Azaz
180928,Kom El Kanatara
180929,Mahalet Keel
180930,Monshaet El Wakeel
180931,Monshat Demisna
180932,Western Belktr
181001,
181002,El Atf
181003,El Qasr
181004,El Lawaya
181005,Desia El Kanaies
181006,Dairot
181007,Sernbay
181008,Sana Bada
181009,Sedi Oqba
181010,Ezab Besentawy
181011,Fazara
181012,Fesha Blkha
181013,Kafr El Rahmanaia
181014,Kafr Amleet
181015,Kafr Tekla
181016,Koum El Nasr
181017,Monshaet Aremon
181018,Menyet El Saied
181019,
181020,
181021,
181101,
181102,Abo Kharash
181103,El Abreqegy
181104,El Ashrak
181105,El Ahokya
181106,El Kafr El Gadid
181107,El Magd - Morqos Prev
181108,Beweit
181109,Dershaba
181110,Samadeis
181111,Samakhrat
181112,Ezbet El Bakawat
181113,
181114,
181115,Ezbet Hussein Kabodan
181116,Ezbet Kafr Ghonaim
181117,Kafr El Shakh Hasan
181118,Kafr Ghonem
181119,Kafr Mahalet Dawod
181120,Mahalet Sabeat
181121,Mahalet Dawod
181122,
181123,Nezaret El Ensha
181124,
181125,Nazaret El Mania
181126,Nezart Bowet
181127,Nazaret Smadeas
181201,Shubra Khet City
181202,Abatok
181203,Abo El Sahma
181204,Abo Dora
181205,Ado Mangog
181206,Abo Yahya
181207,Ismania
181208,El Aslab
181209,El Rabdan
181210,El Manashlaa
181211,Um Hakim
181212,Amry
181213,Orein
181214,Gezeiret Nakla
181215,Zam Zam
181216,Shubra Reis
181217,Ezbet Ibraheim Agha
181218,Ezbet El Eshrak
181219,Ezbet El Gokhdar
181220,Ezbet El Shamashergy
181221,
181222,
181223,Ezbet Hassen El Deib
181224,
181225,Ezbet Fath Allah El Gazar
181226,Ezbet Farnawy
181227,Ezbet Kafr El Saby
181228,Ezbet Yaqoub
181229,Ezbet Youssief Kamil
181230,Farnawy
181231,Kafr El Dafrawy
181232,Kafr El Saby
181233,Kafr El Sanadedy
181234,Kafr Khoder
181235,Kafr Osman
181236,Kafr Koshkash
181237,Kafr Mostatan
181238,Kaneset Orean
181239,Lakana
181240,Mahalet Bashr
181241,Mahalet Sa
181242,Mahalet Farnawy
181243,Mahalet Kaes
181244,Mahet Naser
181245,
181246,
181247,
181248,
181301,Etay El Baroud City
181302,Ebrak Hammam
181303,Asaraiat Fadel
181304,Armania
181305,Ashlema
181306,El Ibrahimaia
181307,El Bahy
181308,El Tawfiqeyah
181309,El Houty
181310,El Khawaled
181311,El Daramalaia
181312,El Roka
181313,El Shaeara
181314,El Dahreyah
181315,El Awamer
181316,El Euon
181317,El Nebeira
181318,El Nokrash
181319,Omleet
181320,Berkama
181321,Telbana
181322,Gabares El Bahria
181323,Gabares El Kablia
181324,Geaif
181325,Genbway
181326,
181327,Hod Fares
181328,Khamara
181329,Dakdoka
181330,Demeisna
181331,Rabea Shendeid
181332,Ramseis
181333,Zabedah
181334,Shubra El Nona
181335,Shasht El Anaam
181336,Shenait El Harbwa
181337,Safia
181338,Saft El Horia - Saft El Melouk Prev
181339,Saft Khaled
181340,Zahr El Temsah
181341,Ezbet Rady - Abo Zoraik Previous)
181342,Ezbet Hod Fares
181343,Ezbet Talat
181344,Ezbet Youssef El Askary
181345,Kadous
181346,Keilshan
181347,Kafr Abo Mandor
181348,Kafrel Haga
181349,Kafr El Saka
181350,Kafr El Shakh Makhlof
181351,Kafr El Ghaba
181352,Kafr Khalefa
181353,Kafr Askar Shedied
181354,Kafr Askar Saft
181355,Kafr Awana
181356,Kafr Mosaad
181357,Kafr El Sawalem El Bahary
181358,Kafr El Sawalem El Qebly
181359,
181360,Mahalet Abead
181361,Manaia
181362,Monshaet El Serafy
181363,Monshat El Nasr Monshat Kamel Previous
181364,Menyet Bani Mansour
181365,Nakla El Enab
181401,
181402,Ibrahimaia Mahana
181403,Absom El Sharkaia
181404,Absom El Gharbaia
181405,Abu El Khawy
181406,Abyouqa
181407,El Briegat
181408,El Blakos
181409,El Haden
181410,El Dakhly
181411,El Zaafrany
181412,El Sawaf
181413,El Tod
181414,El Tabaraia
181415,El Kalawat
181416,El Negeila
181417,El Naqedy
181418,Breim
181419,Bolein El Fawaied
181420,Telbeka
181421,Beban
181422,Kherebta
181423,Kheneiza
181424,Dest El Ashraf
181425,Demeito
181426,Damashly
181427,Zawiet El Bahr
181428,
181429,Zawiet Mobarak
181430,Serseika
181431,Salamon
181432,Shabour
181433,Shubra Oseim
181434,Saft El Enab
181435,
181436,Aklam
181437,Kafr El Eas
181438,Kafr Bawlen
181439,Kafr Dammatyawa
181440,Kafr Zaiada
181441,Kafr Salamon
181442,Kafr Ghanem
181443,Kafr Gharen
181444,Kafr Magahed
181445,Kom Shrek
181446,Mahalet Ahmed
181447,Moghanaien
181448,Mliha
181449,
181450,Monshaet El Gorbagy
181451,
181452,Monshaet Rady
181453,Monshat Aly Mahana
181454,Meet Yazed
181455,Netma
181456,Waqed
181501,Badr City
181502,Ahmed Oraby
181503,Om Saber
181504,Abd El Hameid Abo Zaid
181505,Omar Shahin
181506,Omar Makram
181507,Salah El Dein
181508,Nabel El Wakad
181509,Baghdad
181510,Hera
181511,Khaled Ibn El Walid
181512,
181513,Osman Ebn Afan
181514,Ali Ibn Abi Taleb
181515,Kamal El Deen Salah
181516,El Tal El Kaber
181517,El Azema
181518,El Faloga
181519,El Kefah
181520,El Nagah
181521,El Maaraka
181522,Eain Galout
181523,Abu Bakr El Sediq
181524,El Khartom
181525,El Magd
181526,Omar Ebn El Khatab
181527,Palestine
181528,
181529,H El Eman 1
181530,Seen - Amr Ibn El Aas
181531,T El Eman 2
181532,
181533,Mustafa Kamel
181534,Y El Eman 3
181601,El Delengat City
181602,Abo Saiefa
181603,Abo Samada
181604,Abo Masoud
181605,Abia El Hamra
181606,Atlimis
181607,El Bostan
181608,El Hagar El Mahrok
181609,El Khlilaia
181610,El Elameyah
181611,El Moseen
181612,
181613,El Wafaeia
181614,El Yousefia
181615,Gazaeir Eisa
181616,Dershay
181617,Rezfa
181618,
181619,Zawiet Hamora
181620,Zawiet Mosalam
181621,Kom Zomran
181622,Teba
181623,
181624,Ezbet El Qasy Matroud
181625,Ezbet El Menshawy El Lahalah
181626,Ezbet Saad Daoud
181627,Ezbet Sherket El Etehad
181628,
181629,Kebour El Omaraa
181630,Kamha
181631,Kafr Lahmer
181632,Kom Zomran
181633,Lahmer
181634,
181635,
181636,
181637,Monshat Fadel
181638,Moasaset El Bostan
181639,El Orouba
181640,El Bostan Qebly El Nobaraia
181641,El Ezbah El Hamraa
181642,Abd El Meguid Saleh
181643,El Imam El Housein
181644,El Imam El Ghazaly
181645,Ahmed Ramy
181646,
181701,Wadi El Natroun City
181702,El Gaar
181703,El Hamraa
181704,Bani Selama
181705,Kafr Dawoud
181710,El Tawhid
181711,Um El Moamenen
181716,El Tabarany
181717,El Safa & El Marwa
181801,
181802,New El Sediq
181803,Abu El Ata
181804,Taha Hussein
181805,Ahmed Shawqy
181806,Saad Zaghlol
181807,El Nour
181808,El Shagaah
181809,Mohamed Abd El Raqeb
181810,Abd El Halim Mahmoud
181811,El Adl
181812,El Mothtasmeren
181813,El Masnaa
181814,Mohamed Azzam
181815,Ahmed Badawy
181823,Othman Moharam
1898,Kharegeen Village
1898,Kharegeen Village
1898,Kharegeen Village
1898,Kharegeen Village
1898,Kharegeen Village
1898,Kharegeen Village
189999,
190101,El Temsah
190102,El Abasy
190103,Mecca
190201,
190202,El Salam El Hekr
190203,Monshait El Shohada
190301,Hay El Shaikh Zaid
190401,El Dabeyah
190402,Ain Ghusin
190403,Nafisha
190404,El Firdan El Gididaa
190501,
190502,El Akharsah
190503,El Banahwa
190504,El Baiadaia
190505,
190506,El Fardan
190507,Abo Khalifa
190508,El Nasr
190601,
190602,El Abtal
190603,El Taqadoum
190604,Gilbana
190605,Meet Abu El Koum El Gededa
190606,El Salam El Gededa
190612,Beer El Orouk
190613,Beer Hebetah
190614,Beer Madkour
190615,Gabal Um Khasheeb
190701,Fayed City
190702,Abo Sultan
190703,Sarabium
190704,Fanara
190801,
190802,Abo Sawir El Balad
190803,El Saba Abar El Sharkaia
190804,El Sabaa Abaar El Gharbia
190805,El Manaif
190806,
190901,El Tal El Kbeer City
190902,Abo Ashour
190903,El Gazirah El Khadra
190904,El Dahria
190905,El Qassasin El Qadima
190906,El Shrouk
191001,
191002,
191003,Um Azam
191004,El Wady El Akhadar
199899,Surrounded By Desert To Abu Sower Center
199999,Surrounded By Desert To El Tal El Kebeer Center
210101,
210102,
210103,
210104,
210105,Kafer El Shawam
210106,Meet Kardak
210107,Abd El Naem - Ezbet El Saaydaa Previous
210108,
210109,Tag El Dewal
210201,El Hwaitaia
210202,El Agoza
210203,Meet Okba
210204,El Eelam - El Awqaf City
210205,El Mohandessn
210206,Ard El Lewaa
210301,
210302,
210303,
210304,
210305,
210306,El Orman
210401,El Moneib
210402,
210403,
210404,
210405,
210406,
210407,Sakiet Meky
210408,
210409,
210410,
210411,
210501,
210502,Bolak El Dakror
210503,Zenein
210504,Kafr Tohormos
210505,
210506,Saft El Laban
210507,
210601,Sheiakha Ola
210601,
210603,
210701,Sheiakha Ola
210702,El Talbeyah
210703,El Koum El Akhdar
210704,El Kanisah
210801,Kafr El Gabal
210802,Kafr Nassar
210803,Nazlet El Batran
210804,Nazlet El Saman & El Sessy
210805,Kafr Kaabish
210901,Abu El Nomros City
210902,El Hranaia
210903,El Manawat
210904,Tersa
210905,Zawiet Abo Mosalam
210906,Shubra Mant
210907,Tamwa
210908,Manil Sheha
210909,Meet Shamas
210910,Meet Qadous
210911,Nazlet El Ashtar
210912,Bani Suif
211001,
211002,El Sheikh Etman
211003,Um Khenan
211101,El Badrasheen City
211102,Abu Ragwan El Bahary
211103,Abo Ragwan El Qebli
211104,Abu Seer
211105,El Shenbab
211106,El Shonak El Gharby
211107,El Trfaiah
211108,El Azizeyah
211109,El Maraziq
211110,Dahshour
211111,Zawyet Dahshour
211112,Zahran Wa Gaber
211113,Saqara
211114,Qelet El Maraziq
211115,Mazghouna
211116,Monshaet Dahshour
211117,Monshaet Kaseb
211118,Meet Rahina
211119,Nazlet El Shobak
211201,El Ayat City
211202,Abo El Abas
211203,Abo Rawish
211204,El Barghoti
211205,El Belida
211206,El Gomla
211207,El Danaweya
211208,El Reqa El Gharbia
211209,El Saudia
211210,El Ammria - Abu Far Prev
211211,El Atf
211212,El Qotouri
211213,El Lesht
211214,El matania
211215,El Masanda
211216,el maktafia
211217,El Nasria - El Moaarkab Prev
211218,Baget Ash - Sheikh
211219,Badsa
211220,Brenshet
211221,Bamha
211222,Bahbit
211223,Baydaf
211224,Gerza
211225,Zawyet Abu Seweilam
211226,Tahma
211227,Kafr El Refai
211228,Kafr El Dabai
211229,Kafr Barakat
211230,Kafr Torki Wa Kafr Tarkhan
211231,Kafr Gazarah
211232,Kafr Hamid
211233,Kafr Shehata
211234,Kafr Ammar
211235,Kafr Qasem
211236,
211237,Monshaet Abd El Sayed
211238,Mansheyet Fadel
211239,Meet El Qayed
211301,El Saf City
211302,Isker
211303,El Akhsas
211304,El Aqwaz
211305,El Gazira El Shaqraa
211306,El Hay Wa El Mansha
211307,El Deseimi
211308,El Shorafa Wa El Ateyat
211309,El shobek El Sharky
211310,El Fahmeen
211311,El Menya
211312,El Wadi
211313,Arab El Hesar
211314,Arab El Abayda
211315,Ghamaza El Soghra
211316,Ghamaza El Kobra
211317,Kafr Tarkhan
211318,Nogoua El Arab
211319,Nazlet Elyan
211320,Ezbet El Hesar El Baharia
211401,Atfeh City
211402,El Barmel
211403,El Helf
211404,El Helf El Gharbi
211405,El Kharman
211406,
211407,
211408,El Saleheyah
211409,El Qebabat
211410,El Kadaya
211411,El Krimat
211412,Bany Saleh
211413,Geziret El Kremat
211414,Deer El Maimon
211415,Sol
211416,Kom El Wasleen
211417,Kafr Halawa
211418,Kafr Qandil
211419,Majid Mousa
211420,Monshat Solyman
211421,
211422,Manyel El Soltan
211423,Nazlet Torgom
211501,
211502,
211503,Nahia
211504,Berket El Khaiam
211505,Abo Rawash
211506,Bani Magdoul
211507,Kombarah
211508,Kafr Hakim
211509,El Motamadeyah
211601,Awsem City
211602,El Baragil
211603,El Zaydeya
211604,El Qaratyeen
211605,El Koum El Ahmar
211606,Bartas
211607,Zawyet Thabet
211608,Saqil
211609,Shenbari
211610,Sedah
211611,Gazeiret Mohamed
211612,Tanash Wa Nazlet El Zomr
211613,Bashteil
211701,
211702,
211703,
211704,
211705,Gazirat Waraq El Hadar
211801,
211802,Abi Ghaleb
211803,Atrees
211804,El Akhsas
211805,El Gelatma
211806,El Hagez
211807,El Hasaneyin
211808,El Rahawi
211809,El Sabeal
211810,El Qata
211811,El Manashy
211812,El Mansoria
211813,Um Denar
211814,Barqash
211815,Bani Selama
211816,Bohormos
211817,Gezaya
211818,Zat El Kom
211820,Kafr Abu El Hadid
211821,Mansheyat Radwan
211822,Mahmoud Abd El Samad
211823,Nekla
211824,Wardan
211825,Kafr Hegazi
211901,El Shikh Zaid City
2120,
2120,
2120,
212001,El Sheyakha El Ola
212002,
212003,
212004,
212005,
212006,
2121,
2121,
2121,
212101,
212102,
212103,
212104,
212105,
212106,
212201,El Baweety City
212202,El Tabnia
212203,El Harah
212204,El Zebw
212205,El Gharbia
212206,El Agouz
212207,El Qebalah
212208,El Qasr
212210,Ezbet El Gazaer
212211,Ezbet Ain Ql Qosser
212212,Ezbet Mawoud
212213,Ain El Ghazah
212214,Rees
212215,Tabl Amoun
212216,Mandesha
219899,Surrounded By Desert To El Wahat El Baharia
219999,
219999,
220101,El Gezera Kebly
220102,El Rahba & El Gebaly
220103,El Ghamrawy
220104,El Mermah Bahary
220105,Bany Ateyaa
220106,Sook El Khodar
220107,Mogbel
220108,Moled El Naby
220109,El Marmah Qebly
220110,El Giza Bahary
220201,Abshna & Bani Mousa
220202,El Hakamnah
220203,El Helabeyah
220204,El Daweltah
220205,El Daweyah
220206,El Koum El Ahmar
220207,Ahnasia El Khadraa
220208,Ahwah
220209,Barout
220210,Baha El Agouz
220211,Belfya
220212,Bani Bekhit
220213,Bani Hamad
220214,Bani Radwan
220215,Bani Solayman Ash - Sharqeyah
220216,Bani Affan
220217,Bani Haroun
220218,Bayad El Arab
220219,Tezment El Sharqeyah
220220,Tezment El Gharbeyah
220221,Hajer Bani Solayman
220222,Damoshya
220223,Riyad Basha
220224,Senour
220225,Sherif Basha
220226,Monshat Heidar Yakan
220227,Monshaet Assem
220228,Manqarish
220229,Nazlet Abu Selim
220230,
220231,Nazlet Maarek
220232,Naim
220233,El Zaraby
220234,Tal Narouz
220301,
220401,Ahnasia City
220402,Adraseyah
220403,El Bahsamon
220404,El Shubak
220405,El Awawnaا
220406,El Masid El Abyad
220407,El Neweirah
220408,Barawet El Waqf
220409,Bani Hani
220410,Bahnoh
220411,Deir Barawah
220412,Sadment El Gabel
220413,Sharhi
220414,Tama Fayoum
220415,Qay
220416,Qela
220417,Qelha
220418,Kafr Abo Shahebah
220419,Koum El Raml El Bahary
220420,Masaret Nasan
220421,
220422,Monshat El Badini
220423,Monshat El Hajj
220424,Monshat Taher
220425,
220426,Monshat Kasab
220427,Manharah
220428,Menehro
220429,Manyal Gheidan
220430,Manyal Hani
220431,Mayanah
220432,
220433,Nazlet El Mamalik
220434,Nazlet Khalaf
220435,Nazlet Shawish
220436,Nena & Bahnana
220437,El Ansar
220501,Beba City
220502,Abo Shoryan
220503,El Baranqah
220504,El Bekreyah
220505,
220506,El Soltani
220507,El Dabaana
220508,El Foqaei
220509,El Melaheyah
220510,
220511,Om El Ganazir
220512,El Shahid Hasan Allam
220513,Bani Ahmad
220514,Bani Khalil
220515,Bani Oqbah
220516,Bani Awad
220517,Bani Qasem
220518,Bani Madi
220519,Bani Mohamed Ash - Sharqeyah
220520,Bani Momenah
220521,Bani Hashem
220522,Gabel El Nour
220523,Gazirat El Feqaey
220524,Gazirat Beba
220525,
220526,
220527,Sods El Omraa
220528,Saft Rashin
220529,Taha Labisha
220530,Tarshoub
220531,Tansa Bani Malo
220532,Towah
220533,
220534,
220535,Fazara
220536,Qanbash El Hamraa
220537,Kafr Gomaa
220538,Kafr Mansour
220539,Kafr Naser
220540,
220541,Menyet El Gid
220542,Manyal Mousa
220543,
220544,Nazlet El Sharif
220545,Nazlet Ali Kelani
220546,Herbesht
220547,Helyah
220601,Samasta City
220602,El Shantour
220603,El Asakra
220604,El Qasabah
220605,El Mahmoudeyah
220606,Badhel
220607,Bani Helah
220608,Bani Mohamed Rashed
220609,Dashashah
220610,Dashtot
220611,Serbo
220612,Ezbet El Shantour
220613,Ezbet Qaftan
220614,Kafr El Sheikh Abed
220615,Kafr Bani Eli
220616,Koum El Raml El Qebly
220617,Kom El Nour
220618,Mazoura
220619,
220620,Monshat Solyman
220621,Nazlet El Dib
220622,Nazlet Saeid
220623,El Amany
220624,El Tadamoun
220701,El Fashn City
220702,Absog
220703,Aqfahas
220704,El Barqi
220705,El Gafadon
220706,El Gamhoud
220707,El Heibah
220708,El Zawyah El Khadraa
220709,El Shaqr
220710,Al Fanth El Sharkia
220711,El Fant El Gharbeyah - Izbet El Fant Previous
220712,El Qedabi
220713,El Qeliaah
220714,El Kanisah
220715,Basfa
220716,Bany Saleh
220717,Bani Manin
220718,Telt
220719,
220720,Delhanes
